OLD WEATHER – USS JEANNETTE   ,,,,,,,,
,,,,,,,,
Ship date, Ship time of log entry,Ship time of Lt Chipp's notebook entry,Location,Lat decimal,Lon decimal,Log Comment,Log book page url,Lt Chipp's notebook
1880-11-28,21:00,21:30,,73.7,179.1,"At 9pm faint curtain arch of aurora, 10° in altitude to the N'd and extending from N.W. to E.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_133_1.jpg,9:30 PM Faint aurora in N
1880-11-29,03:00,,,73.7,179.0,"At 3am auroral corona, and streaks, rays and curtains from zenith to 40° S. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_134_1.jpg,
1880-11-30,"03:00                                                        
15:00                  
20:00   ","06:00
07:20
15:00 to 16:00
17:00
18:50
19:20
19:50

",,73.8,178.8,"At 3am faint patches auroral light in S.S.E. 35° in altitude. At 11.50am a bright meteor fell in the west. At 3pm bright auroral streamer in N.N.W. developing a faint curtain 20° in alt. to N'd. At 8pm, four brilliant auroral curtain arches with pale green spiral terminations, the whole extending from N.W. to E. at altitudes between 30° and 60°. Between the bright arches and the zenith were two faint arches. The brightest colored spirals were in the N.W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_135_1.jpg,"6 AM Faint patch of aurora S.S.E 35° alt.  
7.20 AM Streaks of pale white aurora from E. to W. and from zenith to 30° above S. horizon. Stars plainly visible.  
3 to 4 PM Faint streaks of aurora in N.   
5 PM Patches of aurora in N.  
At 6.50 PM a brilliant auroral curtain arch generally white but with yellow tinges at bottom and top of curtain and near horizon. Arch meeting horizon S.E. and N.N.W. Centre of arch 70° above N.E. horizon. Streaks of dim auroral light between this arch and S.E., S, and S.W. Below the arch to the N.E. the sky was of a deep blue black color in which the stars shone clear, as they also did through the deepest part of the aurora. Occasionally a reddish brown streak would appear in the arch, and sometimes a narrow arch of that color would appear parallel to the bright arch. The curtain appeared to undulate from N.W. to S.E. 
At 7.20 the curtain form changed to five separate narrow arches, three white, one yellow, one pale green, these drifted rapidly through the zenith, losing their regularity of form being bent to S.W. at 30° above S.E. horizon and to N.E. at 40° above N.W. horizon. When the centre was 60° above S.W. horizon the arches successively disappeared and the whole sky was filled with patches and streaks of auroral light which gradually disappeared.   
At 7.50 another arch formed. The galvanometer was observed frequently during this display, and showed no unusual deflections and oscillations. "
1880-12-01,"21:00
22:00
00:00 ","21:00
22:00
00:00 ",,73.9,178.4,"At 9pm faint auroral patches in south. At 10 (pm) brilliant arch 80° in alt. to the N'd extending from N.W. to S.E. advancing to and receding from zenith in graceful motions, while a mass of bright light pulsated to right and left of center of arch.
At midnight auroral arch 45° in alt to N'd extending from N.W. to S.E., with a single detached spray above it.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_136_1.jpg,"At 9 PM. “Faint auroral patches S.”  
“At 10 PM brilliant arch 80° N - N.W. to S.E advancing to and receding from zenith, while a mass of bright light pulsated to right and left of centre of arch.”   
At Midnight, “Auroral arch N.W. to S.E. 45° N with single detached sprays above it.”   "
1880-12-02,"03:00
06:00
18:00
00:00","03:00
06:00
21:00
00:00 ",,74.0,178.4,"At 3am irregular curtain-arch from W. to E. 25° in alt to N'd., and a faint arch 20° in alt. to S'd; at 6am faint aurora in N. and E., and patches of auroral light in S.E; at 6pm four brilliant arches radiating from N.W. and converging in S.E. at alts of 60°, 70° and 80° N. and through zenith; and at midnight a curtain arch from N.W. to N.E. 45° in alt. to N'd.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_137_1.jpg,"At 3 AM “Irregular curtain arch from W to E alt 25° above N horizon. Faint arch 20°  above S horizon.”   
At 6 AM Faint auroral arch in N.E. and patches of auroral light in the S.E.   
At 9 PM “Four brilliant arches radiating from N.W. and converging in S.E. at 60° -70° - 80° N and through zenith.”   
At Midnight “Auroral curtain arch N.W. to N.E. 45° N.”   
"
1880-12-03,"03:00
06:00
09:00                          ","03:00
06:00
08:00
09:00 ",,74.0,178.5,"At 3am streaks and patches of aurora from east, around by south, to N.W. between 5° and 40° in altitude. At 6am traces of aurora between 5° and 30° in alt. at all points of the compass.  At 9am faint arch from E. to W. through zenith. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_138_1.jpg,"At 3 AM aurora streaks and patches.   
At 6 AM. Two meteors in the E.
(8 AM) Diffused aurora.   
At 9 AM Faint arch E to W through zenith.   "
1880-12-04,,,,74.0,178.7,,,
1880-12-05,"18:00                  
21:00                 
 00:00","18:00
20:45
21:00
10:30 
00:00",,74.0,178.9,"At 6pm faint auroral arch to the N'd; at 9pm a brilliant arch, with a regular twist like the lay of a strand in a rope, extended through the zenith from N.W. to E. while at its eastern end a low curtain arch, 5° in altitude, spanned the horizon from E. to E.N.E; and at midnight four brilliant curtain arches with bright spiral terminations, extending from N.W. to E. on each side of the zenith and at altitude respectively of 70° and 80°. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_140_1.jpg,"At 6 PM Faint arch to N.   
AT 8.45 PM Bright aurora.     
AT 9 PM Brilliant twisted arch through zenith from N.W. to E while springing from its eastern end was a low arch 5°  in altitude between E and E.N.E.  
At 10.30 “Brilliant aurora of pale green color.       
At Midnight “Four brilliant curtain arches with spiral ends from N.W. to E. 70° and 80° N and S respectively. Pale green in color.” "
1880-12-06,"03:00                  
06:00                                                        
21:00                   
00:00","03:00
06:00
07:00
21:00
00:00
",,74.0,179.1,"At 3am faint irregular arch from E. to N.W. altitude 20° N. and one E.S.E. to W. altitude 25° S.; at 6am two faint arches, meeting at horizon in E. and W.N.W. at altitudes of 20° N. and S. respectively. At 9pm moon setting. At same time a double curtain arch, 10° in altitude, from N. to E.; and at midnight a brilliant arch from N.W. to E. through zenith, in form a broad band 10° in width with deeply fringed spiral curtain terminations.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_141_1.jpg,"At 3AM Faint irregular auroral arch, E to N.W. Alt 20° from N hor(izon); also at 3 AM Faint irregular auroral arch, E.S.E. to W. Alt 25° from S hor(izon).    
At 6 AM Two faint auroral arches meeting in horizon at E and W.N.W. Alts 20° above N and S horizon respectively.     
At 7 AM aurora.   
AT 9 PM “Double curtain arch 10° from N to E.”   
At Midnight “Brilliant arch from N.W. to E through zenith and broad bands 10° in width and with deeply fringed spiral curtain endings.”"
1880-12-07,"03:00                   
06:00                                                       
00:00","03:00
06:00",,73.9,179.2,At 3am bright auroral arch from E. to W.; at 6am auroral light in streaks and patches in all parts of the heavens; and at midnight patches of curtain arch 45° in altitude and from N. to N.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_142_1.jpg,"At 3 AM Bright arch from E to W.   
At 6 AM Streaks and patches of aurora in all parts of heavens.   
At Midnight “Patches of curtain auroral arch 45° N to N.W.” "
1880-12-08,03:00,"03:00
22:00
00:00",,73.8,179.4,At 3am faint aurora to N'd and at midnight a faint arch through zenith from N.W. to east. ,http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_143_1.jpg,"At 3 AM “Slight aurora N.”  
At 10 PM Faint arch from S.E. to N.W.  80° alt from N.E. horizon. 
At Midnight “Faint arch through zenith from W to E.”"
1880-12-09,"03:00                  
06:00                          ","03:00
06:00",,73.8,179.9,"At 3am faint streak of aurora in N. and N.E., and a meteor bright as a star of the first magnitude passed from near the zenith to the constellation ""Cassiopeæ"". At 6am patches and streaks of the aurora in all parts of the heavens. ",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_144_1.jpg,"At 3 AM Faint Streaks of aurora in N and N.E. A meteor as bright as a 1st magnitude star passed from zenith to constellation Cassiopea.  
At 6 AM Patches and streaks of aurora in all parts of the heavens. "
1880-12-10,"03:00                  
06:00                                                        
21:00                                                                                                         ","03:00
06:00
07:00
21:00
00:00
",,73.8,-179.6,"The ship has crossed the 180th meridian to the east again.                                                                                                                       
At 3am auroral arch through zenith from N.W. to S.E.; at 6am streaks and patches of auroral light in all parts of the heavens; at 9pm faint arch 30° N. from N.W. to N.E., and a lunar circle 30° in diameter; and at midnight an auroral ""loop"" from N. to N.E. 45° in altitude.                                                                                                                                                                                                                                                                      ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_145_1.jpg,"At 3 AM “Auroral arch through zenith N.W. to S.E.”  
At 6AM Streaks and patches of aurora in all parts of the heavens.   
At 7AM Faint aurora.  
At 9 PM “Faint arch 30° N from N.W. to N.E.”   

At Midnight “Lunar circle 30°  in diameter.
Auroral loop N.E. to N 45°  in altitude.”"
1880-12-11,"03:00                    
06:00                                           ","03:00 
06:00
07:00",,73.7,-179.2,"At 3am auroral arch from E. to W. through zenith. At 6am auroral light between altitudes of 5° and 25° at all points of the compass, though brightest to the S'd.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_146_1.jpg,"At 3 AM “Auroral arch from E to W.”  
At 6 AM Auroral light between alts of 5°  and 25° at all points of the compass. Brightest to S.   
At 7 AM Faint aurora in N.E."
1880-12-12,03:00,03:00,,73.7,-178.9,At 3 am a faint spiral of auroral light from zenith to 45° N. A burr around the Moon,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_147_1.jpg,At 3 AM    Faint spiral from zenith to 45° above N horizon.  
1880-12-13,,,,73.7,-178.9,,,
1880-12-14,,,,73.7,-178.9,,,
1880-12-15,,,,73.7,-178.9,,,
1880-12-16,03:00,,,73.7,-178.8,"At 3am auroral arch from E. to W.                                                                                                                                                        
 (DeLong, Journal vol. 2 p. 494): 
At three a.m., while lying awake, I heard two singing or humming sounds along our wires in the cabin, resembling the buzz of a bee, or the whiz of a mosquito. These came from the vibrating of the diaphragms in the Bell telephone receiver and sender, indicating an electric storm without, etc. This subject is now receiving particular attention from Chipp, and will be described thoroughly in a more suitable place than this journal. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_151_1.jpg       https://archive.org/stream/voyageofjeannett02delouoft#page/494/mode/2up    ,
1880-12-17,,,,73.7,-178.8,,,
1880-12-18,00:00,,,73.7,-178.8,At end of these 24 hours auroral streaks and patches extending generally from the horizon toward the zenith.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_153_1.jpg,
1880-12-19,"03:00                  
06:00                        21:00","03:00
06:00
07:00
19:00
20:00
21:00
22:00",,73.7,-178.8,"At 3am five auroral arches spanned the sky from E.N.E. to W.S.W.; one passing through the zenith, and two on either side at altitudes of 30° and 60° respectively. The center arch steady, the others vibrating. At 6am faint auroral streaks in E. and W. from 5° to 40° in alt. . . .  At 9pm three auroral bands from N.N.W. to east.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_154_1.jpg,"At 3 AM “Five arches from E.N.E. to W.S.W.; one through zenith, two on each side 30° and 60° in altitude.  Centre arch steady, others vibrating.”    
At 6AM  Faint auroral streaks in E. and W. from 5° to 40°  altitude.    
At 7 AM Faint aurora; also a bright circle around the moon 54° in diameter, with three mock moons, one above one on right, one on left; very bright and fringed with prismatic colors.  
At 7 PM Faint arch in N.E. 20° in altitude meeting horizon in E and N.W.   
AT 8 PM Broken arch moving from 60° altitude to 30° above N.E. horizon.  
At 9 PM “Three auroral bands from N.W. to E.”   
At 10 PM An aurora. "
1880-12-20,,,,73.7,-178.8,,,At 7 AM Faint arch in the N.E.
1880-12-21,,,,73.7,-178.9,,,
1880-12-22,,,,73.7,-179.0,,,
1880-12-23,,,,73.7,-179.1,,,
1880-12-24,,"03:00                   
21:30 
22:00",,73.7,-179.2,,,"At 3 AM Faint auroral patches in S.E.    
At 9.30 PM and 10 PM  Pale arch through zenith from E to W lost behind clouds at 50° above horizon."
1880-12-25,"21:00                   
00:00 ","07:00
00:00",,73.7,-179.3,At 9pm auroral streaks in N.W. radiating like a fan; at midnight an auroral arch extended from N.W. through zenith to S.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_160_1.jpg,"At 7 AM streaks of aurora near SSE horizon.   
At Midnight “Auroral arch N.W. to S.E. through zenith.” "
1880-12-26,00:00,"21:30
00:00",,73.6,-179.4,At midnight curtain arch through zenith from N.W. to E.S.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_161_1.jpg,"At 9.30 PM Faint patch of aurora light to the Ed.    
At Midnight curtain arch through zenith from N.W. to E.S.E. "
1880-12-27,"03:00                            
03:30                 
06:00                 
09:00                                                        
18:00             
21:00                  
00:00","03:00
03:30
06:00
07:00
08:00
09:00
15:00
16:00
17:00
18:00
19:00
21:00
22:00
00:00

",,73.6,-179.5,"At 3am a very remarkable auroral display was observed as follows: a bright auroral curtain about 10° above the horizon from E.N.E. to N.W., generally white but occasionally showing a green shade, and rarely a brownish-red color, which disappeared as soon as seen. Above this curtain the sky was of a deep blue-black color, through which the stars shone brilliantly as they also did through the deepest part of the curtain. Above the deep blue-black color there were irregular spirals and streaks of white light which were in continuous motion, appearing and disappearing rapidly. From E. to W. through zenith was an irregular arch formed of detached streaks of brownish-red light, among which white light would suddenly appear and as suddenly vanish. This arch was about 5° broad. Stars shone with apparently undiminished brilliancy through the deepest color. 
Between this arch and a bank of stratus clouds above the southern horizon, the sky was covered with irregular patches and streaks of light which seemed to drift away to windward (S.W.). 
At 3.30 all had broken up and drifted to S.W., and there succeeded white flashes all over the sky. 
At 6am faint arch from E. to W. through zenith; at 9am faint arch from E.N.E. to N.N.W. alt of 20°. Low faint dawn. . . . At 6pm faint arch 5° in alt N.W. to E; at 9pm double curtain 10° in alt from N.W. to E.; and at midnight irregular curtains 40° and 50° in alt from N.W. to E. ",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_162_1.jpg,"At 3 AM a bright auroral curtain 10° above horizon from E.N.E to N.W. generally white but occasionally showing a green color, and rarely a brownish-red color which disappeared almost as soon as seen. Above this curtain the sky was of a deep blue black color in which the stars shone brilliantly, as they also did through the deepest part of the auroral curtain. Above the deep blue black color there were irregular spirals and streaks of white light which were in continuous motion appearing and disappearing rapidly. From E to W through zenith was an irregular arch formed of detached streaks of brownish-red light among which white light would suddenly appear and as suddenly vanish. This arch was about 5° broad. Stars shone with apparently undiminished brilliancy through the deepest color. Between this arch and a bank of stratus clouds above the S horizon, the sky was covered with irregular patches and streaks of light which seemed to drift away to windward, S.W. magnetic. At 3.30 AM all had broken up and drifted to the S.W. and there succeeded flashes of white light all over the sky.     
At 6 AM Faint arch from E.N.E. to N.N.W. alt of 20°.   
At 7 AM and 8AM Patches of auroral light in all parts of the heavens.   
At 9 AM Faint aurora.    
At 3 PM Faint aurora.    
At 4 PM and 5 PM Curtain of yellowish color 5° above N.E. horizon.  
At 6 PM “Faint arch 5° N.W. to E.”    
At 7 PM Curtain of yellow light 5° above N.E. horizon.    
At 9 PM “Double curtain, 10° alt N.N.W. to E.”    
At 10 PM Faint auroral streak from N to E. 20° altitude, and a brilliant curtain 5° above E horizon.   
At Midnight “Irregular curtains 40° and 50° N.W. to E.” "
1880-12-28,"03:00                   
06:00                                                        
18:00 to 00:00","03:00                   
06:00
07:00
18:00 to 00:00   ",,73.6,-179.8,"At 3am auroral streaks and patches in all directions; at 6am faint streaks of aurora through zenith from 20° W. to E. horizon. Bright starlight. At noon bright red glow on southern horizon, continuing until 2pm.
From 6pm to midnight there were brilliant arches and curtains from N.W. to S.E. at altitudes north of 40°, 60°, 75° and 90°, and generally broad streaks and bands of aurora at all points south of zenith. The curtain-arch passing through the zenith would frequently twist up into a spiral, and masses of light would pulsate across it to a large mass at S.E. extremity. Light generally white flashing into pale green.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_163_1.jpg,"At 3 AM Auroral streaks and patches in all directions.  
At 6AM Faint streaks of aurora through zenith from 20° above W horizon to the E horizon.   
At 7 AM streaks and patches of auroral light in all parts of the heavens.   
“Between 6 PM and Midnight there were brilliant arches and curtains from N.W. to S.E. at altitudes of 40°, 60°, 75° and 90° , and generally broad streaks and masses of aurora at all parts S of zenith. The curtain passing through zenith would frequently twist up into a spiral and masses of light would pulsate across it to a large mass at S.E. end. Light generally white flashing into pale green.” "
1880-12-29,"03:00                  
06:00 ","03:00
06:00
22:00",,73.7,179.6,"At 3am two bands of aurora; one from E. to N., and the other from east around through south to north-west. At 6am broad faint auroral arch from E.S.E. to west, 20° above southern horizon. Streamers from E. extremity reaching to an altitude of 40°. Patches and streaks of auroral light to N'd, and to N'd & E'd between altitudes of 10° and 30°.",http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_164_1.jp,"At 3 AM two bands of aurora from E to N and from E around through S to N.W. 
At 6 AM Broad faint auroral arch from E.S.E. to W 20° above S horizon. Streamers from E extremity reaching to an altitude of 40° . Patches and streaks of auroral light to N and N.E. between altitudes of 10° and 30° .    
At 10 PM Faint auroral light in N.E."
1880-12-30,"21:00                            
00:00 ","20:00
21:00
22:00
00:00",,73.7,179.0,At 9pm faint arch 10° in altitude N. extending from N. to E. At midnight bright curtain 45° in altitude to S'd extending from E. to W. and a broken arch 45° in alt. to N'd extending from N.W. to E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS Jeannette/vol003of004/vol003_165_1.jpg,"AT 8 PM patches of auroral light to Ed.    
At 9 PM “Faint arch from N to E.”   
AT 10 PM Faint aurora to Ed..    
At Midnight “Bright curtain 45° S from E to W and broken arch 45° N from N.W. to E.” "
1880-12-31,00:00,"18:00
19:00
20:00
21:00
22:10
23:00
00:00
",Beset and drifting N'd & W'd of Herald Island,73.8,178.4,"The ship has crossed the 180th meridian to the west again.

As these 24 hours end a bright twisted auroral arch spans the sky from N.W. to  S.E. through the zenith.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_166_1.jpg,"At 6 PM Faint arch from E.S.E. to N 20° in altitude.   
The same at 7 PM, 8 PM and 10.10 PM.   
At 11 PM Streaks of aurora in E and N.E.     
At Midnight “Twisted arch through zenith from N.W. to S.E.”"
1881-01-01,03:00,"03:00
15:00",,73.8,177.8,At 3am auroral patches in irregular loops from N.W. to S.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_167_1.jpg,"At 3 AM “Auroral patches in irregular loops from N.W. to S.E.”   
"
1881-01-02,"06:00       
00:00","06:00
16:00
17:00                        
18:00",,73.9,177.2,At 6am faint streaks of aurora from horizon at E.N.E. to 45° in altitude. Faint auroral light about 5° above S.E. horizon. At midnight faint arch through zenith from N.W. to S.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_168_1.jpg,"At 6 AM Faint streaks of aurora from E.N.E horizon to 45° altitude. Faint light 5° above S.E. horizon.    
At 4 PM and 5 PM aurora in the N.E.   
At 6 PM Aurora in N.E. and N.W. "
1881-01-03,00:00,00:00,,73.9,176.8,At midnight a bright twisted arch extended through the zenith from N.W. to E.N.E.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_169_1.jpg,At Midnight “Bright twisted arch through zenith from N.W. to E.N.E.”  
1881-01-04,"03:00                        
18:00","03:00                        
06:00
07:00                        
16:00
17:00
18:00                        
19:00
22:00
00:00",,74.0,176.3,"At 3am two auroral bands from E. to W; at 6 bright streaks of aurora from E.N.E. to N.N.W. at an altitude of 50° and a faint arch from E. to S.W. at an altitude of 20°, with detached patches above the arch. 
At 6pm pencils of auroral light making an arch 5° in alt from N.W. to N.E. and at midnight an irregular curtain arch 15° in altitude from N.W. to N.E. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_170_1.jpg,"At 3 AM “Two auroral bands E and W.”   
At 6 AM Bright streaks of aurora E.N.E to N.N.W. Altitude 50° above N horizon. Faint arch E to S.W. 20° above S.E. horizon. Detached patches above arch.  
At 7 AM the same as at 6 AM.   
At 4 PM and 5 PM Aurora in the N.E.    
At 6 PM “Pencils of auroral light making arch 5° N from N.W. to N.E”   
At 7 PM  Faint arch from E.N.E to N.N.W. altitude 15°.  
At 10 PM the same as at 7 PM.   
At Midnight “Irregular curtain arch 15° N.N.W. to N.E.”"
1881-01-05,,"03:00                        
04:00
05:00                        
06:00
07:00
20:00
21:00
22:00
00:00",,74.1,175.7,,,"At 3 AM Faint arch from E to W 80° above S horizon.   
At 4 AM Faint streaks of aurora in the North.  
AT 5 AM Two faint arches from E to W; one through zenith; the other 45° above S horizon.  
At 6 AM Faint arch 15° above S horizon.   
At 7 AM Bright double curtain from E.N.E to W through zenith.  
At 8 PM Faint arch from S.E. to N.W. through zenith.   
AT 9 PM “Faint arch from N.W. to S.E. through zenith.”   
AT 10 PM Broken arches and streaks of aurora from S.E. to N.W. from 25° to 45°  above S hor(izon).   
At Midnight “Auroral patches at irregular intervals"
1881-01-06,06:00,06:00,,74.1,175.4,At 6am faint auroral arch from E.S.E. to N.W. at an altitude of 75° above N.E. horizon,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_172_1.jpg,At 6 AM Faint auroral arch E.S.E. to N.W. 75° above N.E. horizon. 
1881-01-07,,,,74.2,175.3,,,
1881-01-08,,,,74.2,175.1,,,
1881-01-09,,22:00,,74.2,174.9,,,At 10 PM Faint aurora from E to W.N.W through zenith
1881-01-10,,,,74.2,174.8,,,
1881-01-11,,,,74.2,174.6,,,
1881-01-12,,,,74.2,174.4,,,
1881-01-13,,,,74.2,174.3,,,
1881-01-14,,,,74.2,174.2,,,
1881-01-15,"21:00                        
00:00","21:00                        
00:00",,74.2,174.1,At 9pm and midnight faint irregular auroral arch from N.W. to east 20° in altitude. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_181_1.jpg,"At 9 PM and Midnight, Faint irregular arch from N.W. to E 20°  alt."
1881-01-16,,,,74.2,174.0,,,
1881-01-17,,,,74.2,174.0,,,
1881-01-18,"18:00                        
00:00","18:00                        
00:00",,74.2,173.9,"At 6pm auroral patches 10° above horizon in all directions. At midnight lines of faint aurora diverging from a point N.E. and converging to a point S.W., passing north and south of zenith, while all around the compass at an altitude of 15° lay masses of cloud-like auroral light resting seemingly on a band of nimbus clouds.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_184_1.jpg,"At 6 PM “Auroral patches 10° above horizon in all directions.”   

At Midnight “Lines of faint aurora diverging from a point N.E. and converging to a point S.W., while all around the compass at an altitude of 15° lay masses of clouds like auroral light, resting seemingly, on a bank of nimbus clouds.” "
1881-01-19,22:00,22:00,,74.2,173.8,"At 10pm brilliant auroral arch, in thin streaks, from east to west through zenith ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_185_1.jpg,At 10 PM brilliant arch from E to W in thin streaks through zenith
1881-01-20,"18:00                       
21:00                      
00:00","18:00
19:00                       
21:00                      
00:00",,74.2,173.7,At 6pm a curtain arch extended from N.W. to E. 15° in altitude; at 9pm an irregular arch extended from N.W. to E. 30° in altitude; and at midnight patches of faint auroral light were scattered over the whole sky.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_186_1.jpg,"At 6 PM Curtain arch N.W. to E 15° altitude.  
At 7 PM and 8 PM An aurora.   
At 9 PM Irregular arch N.W. to E 30° altitude.  
At Midnight “Diffused auroral patches."
1881-01-21,"06:00                        
18:00                        
21:00                        
00:00","06:00                        
18:00
19:00 
20:00      
21:00                        
00:00",,74.2,173.6,"At 6am faint streaks of aurora in E. and W. direction from zenith to 10° above southern horizon; at 6pm, a bank of auroral light extended from E. to W. through south, parallel to and 10° above horizon from which pencils of light shot upward; at 9pm patches and pencils of auroral light with broken curtain fringes from N.W. around by north to S.S.E.; and at midnight a spiral curtain arch of pea-green light passing through zenith extended from E.N.E. to W.S.W. and a curved bank south from S.E. to S.W. and 10° in altitude showed a dark segment beneath extending to the horizon. Numerous detached pencils or sprays of auroral light were scattered over the sky. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_187_1.jpg,"At 6 AM Faint streaks of aurora in an E and W direction from zenith to 10° above S horizon.   
At 6 PM “A bank of auroral light extending from E to W through S parallel to and 10° above horizon from which pencils of light shot upwards.”   
At 7 PM and 8 PM An aurora.    
At 9 PM “Patches and pencils of auroral light with broken curtain from N.W. around by N to S.S.E.   
At Midnight, “A spiral curtain arch of pea-green light through zenith from E.N.E to W.S.W and a curved bank S from S.E. to S.W. 10° in altitude, showing a dark segment beneath. Detached pencils or plumes of light very numerous.”"
1881-01-22,"03:00                       
06:00                        
21:00                        
22:00                        
00:00","03:00                       
06:00
07:00
19:00
20:00                        
21:00                        
22:00                        
00:00",,74.2,173.6,"At 3am patches of aurora from E. to W. through zenith; at 6am patches of aurora from N. around by E. to S.W. between altitudes of 5° and 10°. At 9pm brilliant arch from N.W. to S.E. through zenith with ends curving to N'd, while north and south of zenith respectively was a less brilliant arch extending parallel to the first and reaching nearly to the horizon; at 10pm a number of brilliant arches generally from N.W. to S.E. through or near zenith, with brilliant loops and curtain patches in all directions; and at midnight the same display continued but much fainter in brightness.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_188_1.jpg,"At 3 AM “Patches of aurora E and W through zenith.” 
At 6 AM Patches of aurora from N around by E to S.W. between 5° and 10° altitude.  
At 7 AM Faint aurora.    
At 7 PM, 8 PM, 9 PM and 10 PM an aurora.  
At 9 PM “Brilliant arch from N.W. to S.E. through zenith with ends converging to the Nd. N and S of the zenith respectively was a less brilliant arch reaching nearly to the horizon.”   
At 10 PM brilliant arches generally from N.W. to S.E. through or near zenith with brilliant loops and curtain patches in all directions.”   
“At Midnight same but fainter.”"
